 ;;;;;;;
Date;Week;Foreign.intelligence.gathering.aircraft;Foreign.UAVs;podyom avitasii;podyomov istrebitelij;vilet;URL
2020-04-03;14;24;7;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-92/
2020-04-10;15;22;5;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-93/
2020-04-17;16;24;9;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-94/
2020-04-24;17;21;6;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-95/
NA;18;NA;NA;NA;NA;NA;NA
2020-05-08;19;19;5;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-96/
NA;20;NA;NA;NA;NA;NA;NA
2020-05-22;21;24;6;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-97/
2020-05-29;22;21;5;3;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-98/
2020-06-05;23;32;4;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-99/
2020-06-10;24;32;4;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-100/
2020-06-22;25;33;5;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-101/
2020-06-26;26;35;6;19;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-102/
2020-07-03;27;25;7;10;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-103/
2020-07-10;28;30;2;8;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-104/
2020-07-17;29;32;4;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-105/
